State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,02/01/2021,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,05/01/2021,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,11/01/2021,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,30/01/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,04/02/2021,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,12/02/2021,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,20/02/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,01/03/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,03/03/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,06/03/2021,1300,1400,1400,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,08/03/2021,1300,1400,1400,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,13/03/2021,1300,1400,1400,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,15/03/2021,1300,1400,1400,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,24/03/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,26/03/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,02/04/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,03/04/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,07/04/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,13/04/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,14/04/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,19/04/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,23/04/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,26/04/2021,3600,3700,3700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,28/04/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,29/04/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,14/05/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,22/05/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,25/05/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,29/05/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,04/06/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,20/07/2021,2800,2900,2900,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,24/07/2021,3000,3100,3100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,29/07/2021,3000,3100,3100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,18/08/2021,2200,2300,2300,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,23/08/2021,2500,2600,2600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,24/08/2021,2500,2600,2600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,13/09/2021,2400,2500,2500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,16/09/2021,2400,2500,2500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,20/09/2021,2600,2700,2700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,22/09/2021,2600,2700,2700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,23/09/2021,2600,2700,2700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,04/10/2021,2400,2500,2500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,06/10/2021,2400,2500,2500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,07/10/2021,2400,2500,2500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,12/10/2021,2400,2500,2500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,23/10/2021,2400,2500,2500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,30/10/2021,2400,2500,2500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,03/11/2021,2000,2100,2100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,06/11/2021,1200,1300,1300,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,08/11/2021,1200,1300,1300,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,11/11/2021,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,17/11/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,18/11/2021,1400,1500,1500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,23/11/2021,1500,1600,1600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,30/11/2021,1100,1200,1200,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,01/12/2021,1100,1200,1200,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,02/12/2021,1100,1200,1200,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,08/12/2021,1000,1100,1100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,09/12/2021,1000,1100,1100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,10/12/2021,1000,1100,1100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,14/12/2021,1000,1100,1100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,26/12/2021,1000,1100,1100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,29/12/2021,1000,1100,1100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,08/01/2025,2600,2700,2700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,22/01/2025,2400,2500,2500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,28/01/2025,2100,2200,2200,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,28/09/2024,8200,8300,8300,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,10/03/2025,2300,2400,2400,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,18/03/2025,2300,2400,2400,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,21/03/2025,2300,2400,2400,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,22/03/2025,2300,2400,2400,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,26/03/2025,2300,2400,2400,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,29/03/2025,2300,2400,2400,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,03/12/2024,3100,3200,3200,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,05/12/2024,2900,3000,3000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,11/12/2024,2900,3000,3000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,21/12/2024,2800,2900,2900,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,23/12/2024,2700,2800,2800,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,07/02/2025,2000,2100,2100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,10/02/2025,2000,2100,2100,103
